fecha,jornada,local,visitante,pred_local,pred_visitante,xg_local,xg_visitante,prob_local,prob_empate,prob_visitante,momio_local,momio_empate,momio_visitante,resultado_local,resultado_visitante,matriz,signo_pred,prob_over05,prob_under05,prob_over15,prob_under15,prob_over25,prob_under25,total_goles,top5
2026-07-21,2,Cruz Azul,Puebla,2,0,2.448487782,0.5684474278,0.785937779,0.1493628081,0.0646480752,-367.0,570.0,1447.0,2.0,1.0,"[[0.05123563409997867, 0.025541456791549066, 0.007908831118074746, 0.0014985849020448124, 0.0002129666832344133, 2.4212072659202942e-05, 2.2938817375535363e-06, 1.8627873906231164e-07, 1.3236208759696606e-08, 8.36009869282395e-10, 4.7522765982592903e-11], [0.11757133715358054, 0.07041643181566558, 0.019364676360842457, 0.0036692668226309096, 0.0005214463218276917, 5.928296407785755e-05, 5.616541407269858e-06, 4.5610121660122095e-07, 3.240869542533204e-08, 2.0469599503933654e-09, 1.1635891186521949e-10], [0.1467329243182673, 0.08340995340526423, 0.02370708673391518, 0.004492077491668648, 0.0006383774739270846, 7.257680660644948e-05, 6.876016505807476e-06, 5.583791280537037e-07, 3.9676147386331087e-08, 2.5059782141752795e-09, 1.4245168700215455e-10], [0.11975792412650603, 0.06807608393080647, 0.019348837403271608, 0.003666265617734075, 0.0005210198150266999, 5.923447473906322e-05, 5.6119474672841354e-06, 4.557281575485859e-07, 3.238218736797011e-08, 2.045285679612932e-09, 1.162637383733583e-10], [0.07330645349905542, 0.04167086493416371, 0.011843847993435457, 0.002244201642454186, 0.00031892766279077245, 3.625872191482848e-05, 3.4351962014224063e-06, 2.78961206393786e-07, 1.9821847529523118e-08, 1.2519642492003145e-09, 7.116758571808414e-11], [0.03589799114375121, 0.020406120729579928, 0.00579990342025972, 0.0010989800602841928, 0.00015617809712357652, 1.775580751835202e-05, 1.6822071854464809e-06, 1.3660662108968782e-07, 9.706710297706279e-09, 6.130838334808426e-10, 3.485059281803694e-11], [0.014649298784376966, 0.00832735621334958, 0.002366832110010823, 0.000448473208339352, 6.373336043170131e-05, 7.245812960748451e-06, 6.864772900006964e-07, 5.5746607108274296e-08, 3.961126927550659e-09, 2.501880459150832e-10, 1.4221875117180608e-11], [0.005124089869332928, 0.0029127757061421663, 0.000827879928986931, 0.0001568687387255474, 2.2292907758486543e-05, 2.5344692147892064e-06, 2.4011875100609417e-07, 1.949926948297546e-08, 1.385538697746442e-09, 8.75117676532667e-11, 4.974583922650366e-12], [0.001568283929731616, 0.0008914869659477899, 0.00025338173636415537, 4.8011398764278635e-05, 6.822989033401777e-06, 7.757021132166187e-07, 7.349097850212151e-08, 5.967965385360737e-09, 4.2405932157858383e-10, 2.678393673272792e-11, 1.5225259942619756e-12], [0.0004266582267027399, 0.00024253277152752682, 6.893356506847096e-05, 1.3061702584550996e-05, 1.856222809285321e-06, 2.1103301627990822e-07, 1.9993529214910906e-08, 1.6236100364664814e-09, 1.1536711862656668e-10, 7.28668242647854e-12, 4.1420958826748146e-13], [0.0001044667455081625, 5.938385277686889e-05, 1.6878299182534128e-05, 3.1981419187641187e-06, 4.5449388688140534e-07, 5.167117619155357e-08, 4.895391199756037e-09, 3.9753893366789523e-10, 2.824749803774061e-11, 1.784135289101283e-12, 1.0141871159729797e-13]]",,,,,,,,,
2026-07-21,2,Toluca,UNAM,1,1,1.838858453,1.013365942,0.5635369124,0.2342581602,0.2022011012,-129.0,327.0,395.0,1.0,2.0,"[[0.06132219186480598, 0.054880824662287137, 0.02963447902461555, 0.010010190583322334, 0.0025359965523065694, 0.000513978506984733, 8.680805230918666e-05, 1.256690338488359e-05, 1.5918589856986075e-06, 1.7923729782664306e-07, 1.816329731385597e-08], [0.10252478141763706, 0.11115611774814772, 0.05449361224467902, 0.018407323566909953, 0.00466333869613319, 0.0009451337220559909, 0.00015962772074796074, 2.3108756513092597e-05, 2.927203351299452e-06, 3.2959202014100017e-07, 3.339973279381542e-08], [0.09758010688055183, 0.09888435692126618, 0.0501030197461343, 0.016924231265957712, 0.0042876098895075114, 0.0008689835668497561, 0.00014676639178835919, 2.1246866122315873e-05, 2.691356312600246e-06, 3.0303653608327787e-07, 3.070869048229673e-08], [0.05981200144968761, 0.06061144518693884, 0.030710787121373612, 0.010373755239409987, 0.0026281025623474696, 0.0005326459257089757, 8.996087336895852e-05, 1.302332645387331e-05, 1.6496744348509726e-06, 1.8574709861415176e-07, 1.8822978354527842e-08], [0.027496451109112592, 0.027863967077530822, 0.014118197621518057, 0.0047689668769615645, 0.001208177152809491, 0.00024486511569161615, 4.1356328100864045e-05, 5.987013482873685e-06, 7.583794446669468e-07, 8.539065558606573e-08, 8.653198212879106e-09], [0.010112416308045389, 0.010247578277048287, 0.005192273406539062, 0.00175389101043414, 0.0004443333539516128, 9.005445755036694e-05, 1.5209686699875741e-05, 2.201854069837939e-06, 2.7891049043033925e-07, 3.14042657605746e-08, 3.1824013352642428e-09], [0.0030992170341494216, 0.0031406409890126813, 0.0015913093070252858, 0.0005375262182644142, 0.0001361776906190047, 2.7599566744412408e-05, 4.661410158403778e-06, 6.748163279753239e-07, 8.547948547736914e-08, 9.624666590584693e-09, 9.753309325194503e-10], [0.0008141459199832657, 0.0008250277470608423, 0.0004180275100035385, 0.0001412049471405003, 3.5773071065555084e-05, 7.250242371114253e-06, 1.2245247815871462e-06, 1.7727024409892012e-07, 2.2454953485620797e-08, 2.528342787737139e-09, 2.562136470581558e-10], [0.00018713738833279141, 0.00018963865579554377, 9.608667752695975e-05, 3.2456988825892826e-05, 8.222701763326317e-06, 1.6665211834973692e-06, 2.8146596813960636e-07, 4.0746860845866804e-08, 5.161435127648567e-09, 5.811580633074997e-10, 5.889257882256339e-11], [3.823546314944824e-05, 3.874651612903192e-05, 1.9632199906528344e-05, 6.631534250053552e-06, 1.6800427379132954e-06, 3.4049961831290054e-07, 5.750845273894371e-08, 8.325301053989526e-09, 1.054572068038707e-09, 1.1874082411625135e-10, 1.2032790707443714e-11], [7.0309604603848e-06, 7.124935869511408e-06, 3.610083674248964e-06, 1.2194452809835243e-06, 3.0893607894469725e-07, 6.261306012632064e-08, 1.0574990441857798e-08, 1.5309050214092922e-09, 1.9392087612552893e-10, 2.1834756810234082e-11, 2.2126598901507818e-12]]",,,,,,,,,
2026-07-24,2,Tijuana,Leon,2,0,2.424499061,0.8997300623,0.7072136625,0.1745510591,0.1181882015,-242.0,473.0,746.0,1.0,0.0,"[[0.038633582502776924, 0.029757193312392998, 0.014571360490167854, 0.004370097027080433, 0.0009829769175800512, 0.0001768827766537173, 2.6524458608985984e-05, 3.409264685151062e-06, 3.8342724093510477e-07, 3.833122392935997e-08, 3.44877544930166e-09], [0.08464927342996725, 0.08116409833333953, 0.035328249829817485, 0.010595296139808957, 0.0023832266139214788, 0.0004288521259515107, 6.430852499814281e-05, 8.26575902876474e-06, 9.296189857119485e-07, 9.293401643400751e-08, 8.361552839357868e-09], [0.10580828617951397, 0.09519889591344054, 0.042826654274326505, 0.01284414277241451, 0.0028890653441214155, 0.0005198757883962281, 7.79579792447809e-05, 1.0020162502956043e-05, 1.1269301790980166e-06, 1.1265921780208323e-07, 1.0136288504885231e-08], [0.08551069683888829, 0.0769365445919794, 0.034611061028459, 0.010380204031506036, 0.0023348454049219496, 0.00042014612031429936, 6.300301583245459e-05, 8.09795819405839e-06, 9.107470537794437e-07, 9.104738926813301e-08, 8.191807321613786e-09], [0.05183015105357587, 0.046633145035124834, 0.02097862124325176, 0.006291698732540578, 0.0014152076231101086, 0.0002546609685744096, 3.81876881857183e-05, 4.908373009921615e-06, 5.520263442353378e-07, 5.518607745288498e-08, 4.965257290336347e-09], [0.025132430514960294, 0.022612403272331993, 0.01017252950219444, 0.0030508435341658224, 0.0006862339107461088, 0.0001234850558500788, 1.8517202831657966e-05, 2.3800691509821614e-06, 2.6767747067881634e-07, 2.6759718595922548e-08, 2.4076523278754522e-09], [0.010155592365153008, 0.009137291751132431, 0.004110548038132825, 0.0012327945474437053, 0.00027729557873576335, 4.9898233664868225e-05, 7.482490147112317e-06, 9.617459037184106e-07, 1.0816396273058792e-07, 1.0813152102604086e-08, 9.728918014658417e-10], [0.0035174605937056324, 0.00316476503902248, 0.0014237171228217538, 0.000426987031859177, 9.604326719125357e-05, 1.728260295420447e-05, 2.5916129053749883e-06, 3.3310743439202146e-07, 3.74633465861994e-08, 3.745211017445365e-09, 3.3696789419568463e-10], [0.0010660099884360497, 0.0009591212332806883, 0.00043147510347416165, 0.00012940370723955202, 2.9107101393294766e-05, 5.237706829843211e-06, 7.854203820316376e-07, 1.0095233274812862e-07, 1.1353731078777315e-08, 1.1350325745061115e-09, 1.021222928943844e-10], [0.00028717113514067693, 0.0002583765033035284, 0.00011623455370376135, 3.485990741410702e-05, 7.841126667143495e-06, 1.4109794769060777e-06, 2.1158344210409835e-07, 2.7195426220078595e-08, 3.058567815821231e-09, 3.057650457110316e-10, 2.751060036189179e-11], [6.962461475719927e-05, 6.264335897132528e-05, 2.8181056634173727e-05, 8.451781280141074e-06, 1.901080424377713e-06, 3.420918417227963e-07, 5.129838567613533e-08, 6.5935285341378436e-09, 7.415494798284748e-10, 7.413270662951289e-11, 6.669942475234064e-12]]",,,,,,,,,
2026-07-24,2,Atlante,America,1,1,0.9615814482,1.789064934,0.1968479696,0.2385091135,0.5646399597,408.0,319.0,-130.0,1.0,1.0,"[[0.06757196286368126, 0.11061178106414817, 0.10224254844760305, 0.060972852738749854, 0.027271098194064283, 0.00975795309951305, 0.0029096019534036997, 0.0007436381182097147, 0.00016630211013284236, 3.3058363747879535e-05, 5.9143559365105075e-06], [0.05774671372062373, 0.1135914688197993, 0.09831453780884117, 0.05863036404035624, 0.02622338209676941, 0.009383066673368561, 0.0027978192601799566, 0.0007150686186807237, 0.00015991302390828366, 3.178830928940447e-05, 5.687134946885591e-06], [0.02953599532303234, 0.05284181353069184, 0.04726871782504294, 0.02818893518262485, 0.012607958867289788, 0.004511291420393962, 0.0013451655480703887, 0.00034379835897395416, 7.688469856174471e-05, 1.5283524241934923e-05, 2.7343217293048295e-06], [0.009467088386058626, 0.016937235860969416, 0.015150907381014702, 0.009035319039161771, 0.004041193115687756, 0.001445991379164156, 0.0004311620786157388, 0.00011019670797585235, 2.464363326371166e-05, 4.8987844582991625e-06, 8.764243494805603e-07], [0.002275844140240184, 0.004071632947128424, 0.003642207865427922, 0.002172048791765611, 0.0009714840822085038, 0.0003476096211327996, 0.00010364936399626535, 2.6490777511903258e-05, 5.924215140954843e-06, 1.17764506351687e-06, 2.106883488133937e-07], [0.00043768190087190413, 0.0007830413412070334, 0.0007004559028118925, 0.00041772036457038116, 0.00018683221414404107, 6.685099258278276e-05, 1.9933461108308417e-05, 5.0946080410237865e-06, 1.1393230749947507e-06, 2.2648032913979818e-07, 4.051880151620444e-08], [7.014446601874434e-05, 0.00012549300448602257, 0.00011225756690998611, 6.694535885439782e-05, 2.9942398509343325e-05, 1.0713779044097889e-05, 3.1946077335213317e-06, 8.164800963908316e-07, 1.8259198874602285e-07, 3.629654714899907e-08, 6.493687973872749e-09], [9.635659602986639e-06, 1.7238820714099647e-05, 1.542068482373324e-05, 9.196202160101815e-06, 4.1131507032345005e-06, 1.4717387384908176e-06, 4.3883936156922836e-07, 1.121588733647702e-07, 2.5082438425276333e-08, 4.986012339135217e-09, 8.920299837698571e-10], [1.1581839394834185e-06, 2.0720662735445503e-06, 1.853530555723212e-06, 1.105362173936834e-06, 4.943911762599584e-07, 1.7689958345013731e-07, 5.27474736057612e-08, 1.348123648549891e-08, 3.014850933321944e-09, 5.993071207561803e-10, 1.0721993545928873e-10], [1.2374313220737386e-07, 2.2138449868682077e-07, 1.9803562179386296e-07, 1.180995288947832e-07, 5.2821931474357975e-08, 1.8900373072055624e-08, 5.635665784585091e-09, 1.440367433767067e-09, 3.221138585240439e-10, 6.403140101358167e-11, 1.1455633424447782e-11], [1.1898910027874517e-08, 2.1287922686699298e-08, 1.9042738000929178e-08, 1.1356231603208545e-08, 5.079258936638465e-09, 1.8174248111060077e-09, 5.419151666984621e-10, 1.3850306029713976e-10, 3.0973871058039234e-11, 6.1571407320006365e-12, 1.1015524578881923e-12]]",,,,,,,,,
2026-07-25,2,Guadalajara,FC Juárez,2,0,2.474192357,0.9777389709,0.6983509811,0.1743669274,0.1272258129,-232.0,474.0,686.0,1.0,0.0,"[[0.03425457800469683, 0.028408863617568347, 0.015144715806262149, 0.004935859615474434, 0.0012064955751892221, 0.00023592754840719005, 3.84459263963022e-05, 5.370011501226405e-06, 6.563086898412681e-07, 7.129984255262998e-08, 6.9712634680083155e-09], [0.07582306781105287, 0.07921834051731504, 0.03747094009757486, 0.012212266136087306, 0.0029851021309499457, 0.0005837301370870298, 9.512261724950558e-05, 1.328644141361444e-05, 1.6238339442719225e-06, 1.7640952550271125e-07, 1.724824679154035e-08], [0.09698000422807423, 0.09482112952822067, 0.04635515680048213, 0.015107747768094653, 0.003692858438707647, 0.0007221303218807542, 0.00011767582629074356, 1.643660589899045e-05, 2.0088387670194062e-06, 2.1823554985496832e-07, 2.1337740192085885e-08], [0.0799823950826497, 0.07820190465524632, 0.038230524888563, 0.012459824686695216, 0.0030456140415748576, 0.0005955631077308976, 9.705087667276962e-05, 1.3555774897051375e-05, 1.6567511746362351e-06, 1.7998557649605066e-07, 1.759789123333838e-08], [0.04947295765304662, 0.04837163870122531, 0.023647418121339955, 0.007707000752506549, 0.0018838587460485116, 0.00036838442232244576, 6.003063432723498e-05, 8.384898661049668e-06, 1.0247802734553764e-06, 1.1132973443652104e-07, 1.0885141997438516e-08], [0.024481122741182724, 0.023936147754528212, 0.01170165223596535, 0.003813720471528782, 0.0009322057822476701, 0.00018229078443342508, 2.9705467328282833e-05, 4.149170436364535e-06, 5.071007040481422e-07, 5.5090235611088635e-08, 5.3863870270971145e-09], [0.01009516779638007, 0.009870438971919238, 0.004825356421183858, 0.0015726463404313934, 0.0003844094036061077, 7.517041093435848e-05, 1.2249506704381376e-05, 1.7109742969597105e-06, 2.0911078103524695e-07, 2.271730664952273e-08, 2.2211596024277417e-09], [0.0035681981435655235, 0.0034887663807240646, 0.0017055514253348219, 0.0005558613651201115, 0.00013587182976872262, 2.6569436601461442e-05, 4.3296622665192485e-06, 6.047542183785331e-07, 7.391147088779042e-08, 8.029569497864337e-09, 7.850823017312648e-10], [0.001103551071907014, 0.001078984889340828, 0.0005274827876402698, 0.00017191349264506745, 4.202163034405148e-05, 8.217237121313412e-06, 1.3390521610546677e-06, 1.8703478312587244e-07, 2.2858899546128123e-08, 2.4833374352539888e-09, 2.4280557882501276e-10], [0.0003033775141920687, 0.00029662401850904705, 0.00014501043129510176, 4.726078328627789e-05, 1.1552177403122976e-05, 2.259002809070634e-06, 3.6811918028612337e-07, 5.141778121254094e-08, 6.2841460608493675e-09, 6.826949446984396e-10, 6.67497452642641e-11], [7.506143269153795e-05, 7.339048795130652e-05, 3.587837008031207e-05, 1.169322687951885e-05, 2.858230903811296e-06, 5.589207484761028e-07, 9.10797662348087e-08, 1.2721748129262856e-08, 1.5548186154350455e-09, 1.689118614370756e-10, 1.651517095679944e-11]]",,,,,,,,,
2026-07-25,2,Santos Laguna,Atlas,1,1,1.367233615,1.406316596,0.3600049653,0.262190364,0.3778041507,178.0,281.0,165.0,0.0,1.0,"[[0.06646573838782421, 0.08378451544723609, 0.061744553758999024, 0.028944130221965264, 0.010176152672218263, 0.0028621784773400234, 0.0006708548489150093, 0.00013477632965114197, 2.369227364259202e-05, 3.702093069035387e-06, 5.206314923041035e-07], [0.08134417662352515, 0.12408302109136488, 0.08441922944630519, 0.03957338779820236, 0.013913178005459631, 0.003913266626526202, 0.0009172153002639285, 0.00018427072841371636, 3.2392872941398824e-05, 5.061626090073163e-06, 7.118248773380543e-07], [0.058360352629176375, 0.08207313245271454, 0.05771040412830942, 0.02705303302979299, 0.009511282330702722, 0.002675174838243415, 0.0006270237953850067, 0.00012597056707959516, 2.2144312386956103e-05, 3.4602126686113906e-06, 4.866154501669803e-07], [0.02659741196716031, 0.03740438186092863, 0.02630120148767883, 0.01232927204923837, 0.0043347149749606165, 0.0012191963216714669, 0.0002857626701647093, 5.741039793988098e-05, 1.009214942595995e-05, 1.5769730252629412e-06, 2.2177233369227164e-07], [0.009091218928788357, 0.012785132057719072, 0.00898997169761818, 0.0042142487987407076, 0.0014816420063696783, 0.0004167315485872878, 9.767608214476509e-05, 1.9623356479372613e-05, 3.449581485850233e-06, 5.390226325463705e-07, 7.580364737870421e-08], [0.002485964024265448, 0.003496052464464021, 0.0024582783006878843, 0.001152372523974576, 0.00040515015131930123, 0.00011395387633707524, 2.6709204579175694e-05, 5.365942523788524e-06, 9.432767530699807e-07, 1.473939724993203e-07, 2.0728258968093922e-08], [0.0005664822633017468, 0.0007966534082392491, 0.0005601734546463203, 0.00026259374197531, 9.232248433853286e-05, 2.5966928382444236e-05, 6.086287055369404e-06, 1.222749499169033e-06, 2.1494661418396635e-07, 3.3586998976432e-08, 4.723395407148e-09], [0.00011064479896036302, 0.00015560161704262826, 0.000109412568208264, 5.128957016193665e-05, 1.803234343052508e-05, 5.071836766340689e-06, 1.1887680361453797e-06, 2.388263168663008e-07, 4.1983176622296785e-08, 6.560182004232891e-09, 9.225692825545893e-10], [1.890966105879794e-05, 2.6592970172335374e-05, 1.869906764557508e-05, 8.765603053434987e-06, 3.0818032620695016e-06, 8.667982146310328e-07, 2.031654524411478e-07, 4.08164210726314e-08, 7.175101293136073e-09, 1.121162669638988e-09, 1.5767096691653143e-10], [2.8726582498907975e-06, 4.039866971550852e-06, 2.840665983927583e-06, 1.3316252389940338e-06, 4.6817166832323413e-07, 1.3167951739102918e-07, 3.086384844409051e-08, 6.2006203263362314e-09, 1.0900044088278186e-09, 1.7032125443145126e-10, 2.395256067640091e-11], [3.927594923835819e-07, 5.523441923882968e-07, 3.883854022388908e-07, 1.8206427894175872e-07, 6.401000425511741e-08, 1.800366625921538e-08, 4.219809108293896e-09, 8.477696544403485e-10, 1.490290668315156e-10, 2.3286894441820454e-11, 3.274874612358706e-12]]",,,,,,,,,
2026-07-25,2,UANL,Atlético San Luis,2,0,2.338817803,0.9881150627,0.6721361873,0.1866411465,0.1411884279,-205.0,436.0,608.0,2.0,2.0,"[[0.03868532744035848, 0.032694078708918446, 0.017527358045168383, 0.0057730154977486585, 0.0014261008925886003, 0.0002818303545708653, 4.641346974486286e-05, 6.551692652241476e-06, 8.092282744582487e-07, 8.884562745898596e-08, 8.778970274461607e-09], [0.08118843464460457, 0.0857549912261869, 0.04099329703591306, 0.013502031423234199, 0.0033353901564862802, 0.0006591498507012549, 0.00010855264933912911, 1.5323215414965507e-05, 1.8926374950086027e-06, 2.077937352213938e-07, 2.0532411970077863e-08], [0.0981960913265816, 0.0970290369351416, 0.047937926456002124, 0.015789395734785255, 0.0039004349390007876, 0.0007708157028384223, 0.0001269424344195703, 1.791910450600167e-05, 2.213267133992889e-06, 2.429958436457168e-07, 2.4010785327260444e-08], [0.07655425552713474, 0.0756444129978713, 0.037372691945024024, 0.012309506614471482, 0.003040802224949672, 0.0006009324962148142, 9.896507519298458e-05, 1.3969840210926427e-05, 1.7254761919391683e-06, 1.8944100172600492e-07, 1.8718950729281158e-08], [0.04476161393091566, 0.04422962495456956, 0.021851979316933716, 0.0071974233040738664, 0.0017779705947923669, 0.0003513679051398348, 5.786531993459533e-05, 8.168227747658357e-06, 1.0088936090978183e-06, 1.1076699686459267e-07, 1.0945053804865546e-08], [0.020937851910690076, 0.020689006852912542, 0.010221559651525753, 0.003366692351885122, 0.000831669856068628, 0.00016435710239004697, 2.7067288088074416e-05, 3.8207992950660275e-06, 4.7192366686184053e-07, 5.1812764850752785e-08, 5.1196973387621955e-09], [0.008161636800946555, 0.008064636259059359, 0.003984394281266721, 0.0013123466683123226, 0.0003241873776011402, 6.406688618705286e-05, 1.0550909209968213e-05, 1.4893589021765973e-06, 1.8395724562034573e-07, 2.0196769476088855e-08, 1.9956732136602693e-09], [0.0027269402074031174, 0.0026945306939362345, 0.0013312531827528963, 0.00043847710736862885, 0.00010831645860675871, 2.1405824856888026e-05, 3.5252363283288163e-06, 4.976198736420255e-07, 6.146321157872077e-08, 6.748080573447138e-09, 6.667880058735803e-10], [0.0007972270381050496, 0.0007877520447196118, 0.0003891948305183798, 0.00012818975811620584, 3.166655771867062e-05, 6.25804053294725e-06, 1.0306106855677182e-06, 1.4548027745120095e-07, 1.796890668387287e-08, 1.9728163726723802e-09, 1.9493695737201191e-10], [0.00020717430997416804, 0.00020471205628379684, 0.00010113953316211279, 3.3312498716307945e-05, 8.229145439192045e-06, 1.6262685122740187e-06, 2.6782340215405685e-07, 3.7805762543431945e-08, 4.669555428112616e-09, 5.126731171657596e-10, 5.065800292976112e-11], [4.8454296449558214e-05, 4.787842017289948e-05, 2.365469407484926e-05, 7.791186506071985e-06, 1.9246471856807855e-06, 3.8035457489942936e-07, 6.263901410227941e-08, 8.842079049325486e-09, 1.0921239367449764e-09, 1.1990490135560815e-10, 1.1847983911747024e-11]]",,,,,,,,,
2026-07-26,2,Necaxa,Monterrey,1,1,1.606349697,1.442254934,0.4121435721,0.2472918088,0.3405631772,143.0,304.0,194.0,2.0,1.0,"[[0.05110934663557066, 0.06471472472848185, 0.0493244103593339, 0.023712791401478625, 0.00854997259906878, 0.0024662480332119366, 0.0005928263990366666, 0.00012214382842579702, 2.2020317399679957e-05, 3.528767935179523e-06, 5.089382965242306e-07], [0.07249692768338659, 0.11355703427398868, 0.07923225164241358, 0.03809103528615172, 0.013734245895084773, 0.003961656781226539, 0.0009522865065502098, 0.00019620570179951832, 3.537233018594208e-05, 5.6684353039593e-06, 8.175328784855584e-07], [0.06118684034350482, 0.08824702237762547, 0.06363735171482672, 0.030593761497863598, 0.011031000867020174, 0.0031819030853514917, 0.0007648525706945731, 0.00015758748483157465, 2.841016594069379e-05, 4.552744666891437e-06, 6.566218458793677e-07], [0.03276248748495075, 0.04725185922332126, 0.034074613551339235, 0.016381426505507155, 0.00590654830063624, 0.0017037496858296362, 0.00040954023176444993, 8.4380202844179e-05, 1.5212220484860525e-05, 2.4377666722749918e-06, 3.51588101088336e-07], [0.01315700296226561, 0.01897575243819219, 0.013683936289604359, 0.006578574876467991, 0.0023719955184700998, 0.0006842044479594654, 0.000164466206815551, 3.3886028320877504e-05, 6.109036442177472e-06, 9.789764389278227e-07, 1.4119335992547669e-07], [0.004226949544745812, 0.006096338836425539, 0.004396237382902715, 0.0021134983520877952, 0.0007620508565432278, 0.00021981432155255122, 5.283804830164403e-05, 1.0886562266115971e-05, 1.962649767743994e-06, 3.1451570123613215e-07, 4.536118219094438e-08], [0.0011316598535060123, 0.001632142007260986, 0.0011769824314315342, 0.0005658362396309848, 0.0002040200271024763, 5.884977814222822e-05, 1.4146063814484885e-05, 2.914604333181777e-06, 5.254503100018291e-07, 8.420370023783325e-08, 1.2144320212402866e-08], [0.00025969163756384443, 0.0003745415455794409, 0.0002700921960387512, 0.0001298472674518692, 4.6818215535274807e-05, 1.3504760470804304e-05, 3.2462179034494714e-06, 6.688391125563872e-07, 1.205795637620715e-07, 1.932294119646599e-08, 2.7868607278837603e-09], [5.214444791886717e-05, 7.520558728856917e-05, 5.423281466340117e-05, 2.6072514843249915e-05, 9.400803293225976e-06, 2.7116709865311166e-06, 6.5182014325779e-07, 1.3429868823644216e-07, 2.4211618216336615e-08, 3.879925092353973e-09, 5.595841107765539e-10], [9.306913124677618e-06, 1.342294137381824e-05, 9.679651712189084e-06, 4.653508480242172e-06, 1.6778863914403518e-06, 4.839879853291623e-07, 1.163390099681194e-07, 2.3970073019461074e-08, 4.321369509902797e-09, 6.925018330039633e-10, 9.987641854125332e-11], [1.4950157079150831e-06, 2.156193781058492e-06, 1.5548905596312933e-06, 7.475161937883758e-07, 2.695272296728538e-07, 7.774539536537644e-08, 1.8688113342806414e-08, 3.850431953527786e-09, 6.941630603470118e-10, 1.11240010971605e-10, 1.604364546753488e-11]]",,,,,,,,,
2026-07-26,2,Pachuca,Querétaro,1,0,1.575268801,0.5302442088,0.6275391172,0.2536474085,0.1188125912,-168.0,294.0,742.0,1.0,2.0,"[[0.12519418539783367, 0.06116382399815708, 0.017120214061599547, 0.003025964786778709, 0.0004011250760889681, 4.253884972367251e-05, 3.7593297861451476e-06, 2.847661211769939e-07, 1.887444832864066e-08, 1.1120074357100814e-09, 5.896355029769546e-11], [0.1884302443806688, 0.10513371364395706, 0.026968939078290798, 0.004766707921645206, 0.0006318798176760308, 6.701012280164828e-05, 5.9219549249187374e-06, 4.4858318628207587e-07, 2.9732329588868426e-08, 1.7517106199938257e-09, 9.28834411822601e-11], [0.15110076597971206, 0.08012030611266442, 0.021241664163532268, 0.003754423136308758, 0.0004976902813945954, 5.2779477901504446e-05, 4.66433541718216e-06, 3.533195490096745e-07, 2.3418205591727824e-08, 1.3797075440596064e-09, 7.315819351362537e-11], [0.07934144082014667, 0.042070339516237266, 0.01115377694629697, 0.0019714085441712888, 0.00026133199095319825, 2.7713954957731405e-05, 2.4491940200843294e-06, 1.8552442078365048e-07, 1.2296656214963031e-08, 7.244700829035716e-10, 3.841460659404929e-11], [0.03124602408829975, 0.01656802332222719, 0.004392549209303271, 0.0007763745934320701, 0.00010291703301528056, 1.0914232149555876e-05, 9.645347318805243e-07, 7.306270797267688e-08, 4.842634723123313e-09, 2.853087797204395e-10, 1.5128332817916723e-11], [0.009844177380541844, 0.005219818046867339, 0.001383889145285914, 0.0002445997349900666, 3.242439824082696e-05, 3.4385698784912823e-06, 3.0388029412934897e-07, 2.301868087770835e-08, 1.5256902788296829e-09, 8.98876038710363e-11, 4.766238139949808e-12], [0.0025845375832381843, 0.0013704360860522214, 0.0003633328991101482, 6.421838854524284e-05, 8.512857156855365e-06, 9.027786416280839e-07, 7.978219109858692e-08, 6.043434971275249e-09, 4.00562049380648e-10, 2.359952299631685e-11, 1.2513510400282423e-12], [0.000581620202854196, 0.000308400744310224, 8.176385433686792e-05, 1.4451603418301531e-05, 1.9157197552668432e-06, 2.0315986119973257e-07, 1.7954056645124818e-08, 1.3600049373340148e-09, 9.014184275260918e-11, 5.310798899346136e-12, 2.816020360714415e-13], [0.0001145260199510351, 6.072675884101121e-05, 1.610000609866213e-05, 2.845644998723943e-06, 3.7722169524995497e-07, 4.000392387133571e-08, 3.535308160636643e-09, 2.6779666837960136e-10, 1.7749704069506617e-11, 1.04574197683935e-12, 5.5449862716434607e-14], [2.004547401507338e-05, 1.0628996510029473e-05, 2.817981922634149e-06, 4.980728650347966e-07, 6.602506306678442e-08, 7.001881465947041e-09, 6.18784516388655e-10, 4.6872415191077326e-11, 3.106728338701177e-12, 1.830360788942723e-13, 9.705382084323714e-15], [3.1577009817917267e-06, 1.674352658856695e-06, 4.4390790046082204e-07, 7.845986449317886e-08, 1.040072219355211e-08, 1.1029845421856606e-09, 9.747519432310225e-11, 7.38366532796967e-12, 4.893932225249489e-13, 2.883310245460592e-14, 1.5288585599566144e-15]]",,,,,,,,,
