temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante,penales,pen_local,,pen_visitante,Score,,,,,,,
2025/26,Apertura,17,2025-11-27,20:07,Guadalajara,Cruz Azul,0,0,FALSE,,,,0–0,,,,"41,476",Estadio Akron,Guillermo Pacheco,Match Report
2025/26,Apertura,17,2025-11-29,17:00,America,Monterrey,2,1,FALSE,,,,2–1,,,,"30,681",Estadio de la Ciudad de los Deportes,César Arturo Ramos,Match Report
2025/26,Apertura,17,2025-11-29,19:05,Toluca,FC Juárez,0,0,FALSE,,,,0–0,,,,"28,237",Estadio Nemesio Díez,Katia García,Match Report
2025/26,Apertura,17,2025-11-29,21:10,UANL,Tijuana,5,0,FALSE,,,,5–0,,,,"41,615",Estadio Universitario de Nuevo Leon,Marco Antonio Ortíz,Match Report
2025/26,Apertura,17,2025-11-30,19:00,Cruz Azul,Guadalajara,3,2,FALSE,,,,3–2,,,,"58,445",Estadio Olímpico de Universitario,Daniel Quintero,Match Report
2025/26,Apertura,17,2025-12-03,19:00,Cruz Azul,UANL,1,1,FALSE,,,,1–1,,,,"58,445",Estadio Olímpico de Universitario,Ismael López,Match Report
2025/26,Apertura,17,2025-12-03,21:10,Monterrey,Toluca,1,0,FALSE,,,,1–0,,,,"50,716",Estadio BBVA,Daniel Quintero,Match Report
2025/26,Apertura,17,2025-12-06,19:00,Toluca,Monterrey,3,2,FALSE,,,,3–2,,,,"28,237",Estadio Nemesio Díez,Luis Enrique Santander,Match Report
2025/26,Apertura,17,2025-12-06,21:10,UANL,Cruz Azul,1,1,FALSE,,,,1–1,,,,"41,615",Estadio Universitario de Nuevo Leon,Víctor Cáceres,Match Report
2025/26,Apertura,17,2025-12-11,20:00,UANL,Toluca,1,0,FALSE,,,,1–0,,,,"41,000",Estadio Universitario de Nuevo Leon,Marco Antonio Ortíz,Match Report
2025/26,Apertura,17,2025-12-14,19:00,Toluca,UANL,2,1,TRUE,9,,8,2–1 ,,,,"28,237",Estadio Nemesio Díez,César Arturo Ramos,Match Report
2025/26,Clausura,1,2026-01-09,19:00,Mazatlan,FC Juárez,1,2,FALSE,,,,1–2,,,,"6,472",Estadio El Encanto,Iván López,Match Report
2025/26,Clausura,1,2026-01-09,21:00,Tijuana,America,0,0,FALSE,,,,0–0,,,,"28,833",Estadio Caliente,Ismael López,Match Report
2025/26,Clausura,1,2026-01-09,21:00,Atlas,Puebla,1,0,FALSE,,,,1–0,,,,"17,086",Estadio Jalisco,César Arturo Ramos,Match Report
2025/26,Clausura,1,2026-01-10,17:07,Guadalajara,Pachuca,2,0,FALSE,,,,2–0,,,,"35,278",Estadio Akron,Marco Antonio Ortíz,Match Report
2025/26,Clausura,1,2026-01-10,19:00,Santos Laguna,Necaxa,1,3,FALSE,,,,1–3,,,,"15,174",Estadio Nuevo Corona,Luis García,Match Report
2025/26,Clausura,1,2026-01-10,19:00,Leon,Cruz Azul,2,1,FALSE,,,,2–1,,,,"18,694",Estadio Leon,Víctor Cáceres,Match Report
2025/26,Clausura,1,2026-01-10,21:05,Monterrey,Toluca,0,1,FALSE,,,,0–1,,,,"45,238",Estadio BBVA,Luis Enrique Santander,Match Report
2025/26,Clausura,1,2026-01-11,12:00,UNAM,Queretaro,1,1,FALSE,,,,1–1,,,,"22,135",Estadio Olímpico de Universitario,Maximiliano Quintero,Match Report
2025/26,Clausura,1,2026-01-11,19:00,Atlético San Luis,UANL,1,2,FALSE,,,,1–2,,,,"16,900",Estadio Alfonso Lastras Ramírez,Daniel Quintero,Match Report
2025/26,Clausura,2,2026-01-13,17:00,Puebla,Mazatlan,2,1,FALSE,,,,2–1,,,,"8,696",Estadio Cuauhtémoc,Joaquín Vizcarra Armenta,Match Report
2025/26,Clausura,2,2026-01-13,19:00,Necaxa,Monterrey,0,2,FALSE,,,,0–2,,,,"12,638",Estadio Victoria de Aguascalientes,Fernando Hernández,Match Report
2025/26,Clausura,2,2026-01-13,19:06,Pachuca,Leon,2,1,FALSE,,,,2–1,,,,"9,114",Estadio Hidalgo,Guillermo Pacheco,Match Report
2025/26,Clausura,2,2026-01-13,21:10,FC Juárez,Guadalajara,0,1,FALSE,,,,0–1,,,,"14,558",Estadio Olímpico Benito Juárez,Adonai Escobedo,Match Report
2025/26,Clausura,2,2026-01-14,17:00,Cruz Azul,Atlas,2,0,FALSE,,,,2–0,,,,"7,519",Estadio Cuauhtémoc,Yonatan Peinado Aguirre,Match Report
2025/26,Clausura,2,2026-01-14,19:00,Queretaro,Tijuana,1,2,FALSE,,,,1–2,,,,"10,915",Estadio La Corregidora,Karen Hernández,Match Report
2025/26,Clausura,2,2026-01-14,19:05,America,Atlético San Luis,0,2,FALSE,,,,0–2,,,,"15,331",Estadio de la Ciudad de los Deportes,Vicente Arce,Match Report
2025/26,Clausura,2,2026-01-14,21:06,UANL,UNAM,0,1,FALSE,,,,0–1,,,,"40,074",Estadio Universitario de Nuevo Leon,Jesús López,Match Report
2025/26,Clausura,2,2026-01-14,21:10,Toluca,Santos Laguna,3,1,FALSE,,,,3–1,,,,"26,513",Estadio Nemesio Díez,Martín Molina,Match Report
2025/26,Clausura,3,2026-01-16,21:00,Mazatlan,Monterrey,1,5,FALSE,,,,1–5,,,,"9,411",Estadio El Encanto,Ismael López,Match Report
2025/26,Clausura,3,2026-01-17,17:00,Necaxa,Atlas,0,1,FALSE,,,,0–1,,,,"17,557",Estadio Victoria de Aguascalientes,Maximiliano Quintero,Match Report
2025/26,Clausura,3,2026-01-17,17:07,Guadalajara,Queretaro,2,1,FALSE,,,,2–1,,,,"34,839",Estadio Akron,Jorge Camacho,Match Report
2025/26,Clausura,3,2026-01-17,19:00,UANL,Toluca,0,0,FALSE,,,,0–0,,,,"40,319",Estadio Universitario de Nuevo Leon,Oscar Mejía,Match Report
2025/26,Clausura,3,2026-01-17,21:06,Tijuana,Atlético San Luis,1,1,FALSE,,,,1–1,,,,"17,733",Estadio Caliente,Víctor Cáceres,Match Report
2025/26,Clausura,3,2026-01-17,21:05,Cruz Azul,Puebla,1,0,FALSE,,,,1–0,,,,"15,440",Estadio Cuauhtémoc,Charles Terrazas,Match Report
2025/26,Clausura,3,2026-01-18,12:00,UNAM,Leon,1,1,FALSE,,,,1–1,,,,"21,487",Estadio Olímpico de Universitario,Daniel Quintero,Match Report
2025/26,Clausura,3,2026-01-18,17:00,Santos Laguna,FC Juárez,2,2,FALSE,,,,2–2,,,,"11,746",Estadio Nuevo Corona,Marco Antonio Ortíz,Match Report
2025/26,Clausura,3,2026-01-18,19:06,Pachuca,America,0,0,FALSE,,,,0–0,,,,"13,403",Estadio Hidalgo,Luis Enrique Santander,Match Report
2025/26,Clausura,4,2026-01-30,19:00,Puebla,Toluca,0,0,FALSE,,,,0–0,,,,"20,503",Estadio Cuauhtémoc,Abraham Quirarte,Match Report
2025/26,Clausura,4,2026-01-30,21:06,FC Juárez,Cruz Azul,3,4,FALSE,,,,3–4,,,,"14,124",Estadio Olímpico Benito Juárez,Jesús López,Match Report
2025/26,Clausura,4,2026-01-30,21:00,UNAM,Santos Laguna,4,0,FALSE,,,,4–0,,,,"20,130",Estadio Olímpico de Universitario,Vicente Arce,Match Report
2025/26,Clausura,4,2026-01-31,16:00,America,Necaxa,2,0,FALSE,,,,2–0,,,,"26,544",Estadio de la Ciudad de los Deportes,Ismael López,Match Report
2025/26,Clausura,4,2026-01-31,17:00,Atlas,Mazatlan,1,0,FALSE,,,,1–0,,,,"19,723",Estadio Jalisco,Salvador Pérez Villalobos,Match Report
2025/26,Clausura,4,2026-01-31,17:00,Atlético San Luis,Guadalajara,2,3,FALSE,,,,2–3,,,,"22,883",Estadio Alfonso Lastras Ramírez,Yonatan Peinado Aguirre,Match Report
2025/26,Clausura,4,2026-01-31,19:00,Monterrey,Tijuana,2,2,FALSE,,,,2–2,,,,"44,748",Estadio BBVA,César Arturo Ramos,Match Report
2025/26,Clausura,4,2026-01-31,19:10,Leon,UANL,1,2,FALSE,,,,1–2,,,,"22,565",Estadio Leon,Adonai Escobedo,Match Report
2025/26,Clausura,4,2026-02-01,17:00,Queretaro,Pachuca,0,0,FALSE,,,,0–0,,,,"12,338",Estadio La Corregidora,Fernando Hernández,Match Report
2025/26,Clausura,5,2026-02-06,19:00,Necaxa,Atlético San Luis,4,1,FALSE,,,,4–1,,,,"13,337",Estadio Victoria de Aguascalientes,Iván López,Match Report
2025/26,Clausura,5,2026-02-06,19:00,UANL,Santos Laguna,5,1,FALSE,,,,5–1,,,,"38,487",Estadio Universitario de Nuevo Leon,Katia García,Match Report
2025/26,Clausura,5,2026-02-06,21:06,Tijuana,Puebla,0,0,FALSE,,,,0–0,,,,"16,933",Estadio Caliente,Karen Hernández,Match Report
2025/26,Clausura,5,2026-02-06,21:06,Mazatlan,Guadalajara,1,2,FALSE,,,,1–2,,,,"16,251",Estadio El Encanto,Vicente Arce,Match Report
2025/26,Clausura,5,2026-02-07,17:00,Toluca,Cruz Azul,1,1,FALSE,,,,1–1,,,,"27,273",Estadio Nemesio Díez,Luis Enrique Santander,Match Report
2025/26,Clausura,5,2026-02-07,17:00,Queretaro,Leon,2,0,FALSE,,,,2–0,,,,"11,333",Estadio La Corregidora,Marco Antonio Ortíz,Match Report
2025/26,Clausura,5,2026-02-07,19:05,Atlas,UNAM,2,2,FALSE,,,,2–2,,,,"22,127",Estadio Jalisco,Jorge Camacho,Match Report
2025/26,Clausura,5,2026-02-07,19:06,Pachuca,FC Juárez,2,0,FALSE,,,,2–0,,,,"7,112",Estadio Hidalgo,Daniel Quintero,Match Report
2025/26,Clausura,5,2026-02-07,21:10,America,Monterrey,1,0,FALSE,,,,1–0,,,,"23,939",Estadio de la Ciudad de los Deportes,Oscar Mejía,Match Report
2025/26,Clausura,6,2026-02-13,19:00,Puebla,UNAM,2,3,FALSE,,,,2–3,,,,"16,340",Estadio Cuauhtémoc,Ismael López,Match Report
2025/26,Clausura,6,2026-02-13,21:05,Toluca,Tijuana,1,0,FALSE,,,,1–0,,,,"27,273",Estadio Nemesio Díez,Joaquín Vizcarra Armenta,Match Report
2025/26,Clausura,6,2026-02-14,17:00,Pachuca,Atlas,3,1,FALSE,,,,3–1,,,,"10,627",Estadio Hidalgo,Víctor Cáceres,Match Report
2025/26,Clausura,6,2026-02-14,17:00,Atlético San Luis,Queretaro,3,0,FALSE,,,,3–0,,,,"13,170",Estadio Alfonso Lastras Ramírez,Adonai Escobedo,Match Report
2025/26,Clausura,6,2026-02-14,19:06,FC Juárez,Necaxa,1,2,FALSE,,,,1–2,,,,"6,796",Estadio Olímpico Benito Juárez,Oscar Mejía,Match Report
2025/26,Clausura,6,2026-02-14,19:00,Monterrey,Leon,1,0,FALSE,,,,1–0,,,,"44,902",Estadio BBVA,Fernando Hernández,Match Report
2025/26,Clausura,6,2026-02-14,21:07,Guadalajara,America,1,0,FALSE,,,,1–0,,,,"43,078",Estadio Akron,César Arturo Ramos,Match Report
2025/26,Clausura,6,2026-02-15,16:30,Cruz Azul,UANL,2,1,FALSE,,,,2–1,,,,"16,419",Estadio Cuauhtémoc,Daniel Quintero,Match Report
2025/26,Clausura,6,2026-02-15,17:00,Santos Laguna,Mazatlan,1,2,FALSE,,,,1–2,,,,"10,767",Estadio Nuevo Corona,Luis García,Match Report
2025/26,Clausura,7,2026-02-20,19:00,UANL,Pachuca,1,2,FALSE,,,,1–2,,,,"41,615",Estadio Universitario de Nuevo Leon,Marco Antonio Ortíz,Match Report
2025/26,Clausura,7,2026-02-20,21:06,Puebla,America,0,4,FALSE,,,,0–4,,,,"37,204",Estadio Cuauhtémoc,Katia García,Match Report
2025/26,Clausura,7,2026-02-21,17:00,Atlas,Atlético San Luis,3,2,FALSE,,,,3–2,,,,"16,057",Estadio Jalisco,Fernando Hernández,Match Report
2025/26,Clausura,7,2026-02-21,19:00,Necaxa,Toluca,0,3,FALSE,,,,0–3,,,,"20,013",Estadio Victoria de Aguascalientes,Yonatan Peinado Aguirre,Match Report
2025/26,Clausura,7,2026-02-21,19:00,Leon,Santos Laguna,2,1,FALSE,,,,2–1,,,,"25,098",Estadio Leon,Salvador Pérez Villalobos,Match Report
2025/26,Clausura,7,2026-02-21,21:05,Cruz Azul,Guadalajara,2,1,FALSE,,,,2–1,,,,"43,134",Estadio Cuauhtémoc,Maximiliano Quintero,Match Report
2025/26,Clausura,7,2026-02-21,23:10,Tijuana,Mazatlan,1,1,FALSE,,,,1–1,,,,"15,333",Estadio Caliente,Martín Molina,Match Report
2025/26,Clausura,7,2026-02-22,17:00,UNAM,Monterrey,2,0,FALSE,,,,2–0,,,,"21,867",Estadio Olímpico de Universitario,Vicente Arce,Match Report
2025/26,Clausura,8,2026-02-27,19:00,Mazatlan,Pachuca,1,0,FALSE,,,,1–0,,,,"6,971",Estadio El Encanto,Charles Terrazas,Match Report
2025/26,Clausura,8,2026-02-27,19:00,Queretaro,Santos Laguna,2,2,FALSE,,,,2–2,,,,"9,911",Estadio La Corregidora,Abraham Quirarte,Match Report
2025/26,Clausura,8,2026-02-27,21:06,Tijuana,UNAM,1,1,FALSE,,,,1–1,,,,"21,333",Estadio Caliente,Luis Enrique Santander,Match Report
2025/26,Clausura,8,2026-02-27,21:00,FC Juárez,Atlas,3,1,FALSE,,,,3–1,,,,"8,242",Estadio Olímpico Benito Juárez,Vicente Arce,Match Report
2025/26,Clausura,8,2026-02-28,17:00,Atlético San Luis,Puebla,0,1,FALSE,,,,0–1,,,,"11,416",Estadio Alfonso Lastras Ramírez,Maximiliano Quintero,Match Report
2025/26,Clausura,8,2026-02-28,17:00,Toluca,Guadalajara,2,0,FALSE,,,,2–0,,,,"27,273",Estadio Nemesio Díez,Oscar Mejía,Match Report
2025/26,Clausura,8,2026-02-28,19:05,Monterrey,Cruz Azul,0,2,FALSE,,,,0–2,,,,"47,907",Estadio BBVA,Guillermo Pacheco,Match Report
2025/26,Clausura,8,2026-02-28,19:06,Leon,Necaxa,2,1,FALSE,,,,2–1,,,,"24,456",Estadio Leon,Víctor Cáceres,Match Report
2025/26,Clausura,8,2026-02-28,21:10,America,UANL,1,4,FALSE,,,,1–4,,,,"26,410",Estadio de la Ciudad de los Deportes,Jorge Camacho,Match Report
2025/26,Clausura,9,2026-03-03,19:00,Santos Laguna,Cruz Azul,1,2,FALSE,,,,1–2,,,,"15,065",Estadio Nuevo Corona,Iván López,Match Report
2025/26,Clausura,9,2026-03-03,19:00,Pachuca,Necaxa,2,1,FALSE,,,,2–1,,,,"8,601",Estadio Hidalgo,Katia García,Match Report
2025/26,Clausura,9,2026-03-03,21:00,Atlético San Luis,Mazatlan,4,1,FALSE,,,,4–1,,,,"8,808",Estadio Alfonso Lastras Ramírez,Yonatan Peinado Aguirre,Match Report
2025/26,Clausura,9,2026-03-03,21:10,UNAM,Toluca,2,3,FALSE,,,,2–3,,,,"29,068",Estadio Olímpico de Universitario,Marco Antonio Ortíz,Match Report
2025/26,Clausura,9,2026-03-04,19:00,Puebla,UANL,3,1,FALSE,,,,3–1,,,,"15,661",Estadio Cuauhtémoc,Joaquín Vizcarra Armenta,Match Report
2025/26,Clausura,9,2026-03-04,19:00,Monterrey,Queretaro,4,0,FALSE,,,,4–0,,,,"36,491",Estadio BBVA,Salvador Pérez Villalobos,Match Report
2025/26,Clausura,9,2026-03-04,21:00,America,FC Juárez,1,2,FALSE,,,,1–2,,,,"12,560",Estadio de la Ciudad de los Deportes,Maximiliano Quintero,Match Report
2025/26,Clausura,9,2026-03-04,21:00,Atlas,Tijuana,2,1,FALSE,,,,2–1,,,,"15,171",Estadio Jalisco,Adonai Escobedo,Match Report
2025/26,Clausura,10,2026-03-06,19:00,Mazatlan,Leon,4,2,FALSE,,,,4–2,,,,"6,792",Estadio El Encanto,Daniel Quintero,Match Report
2025/26,Clausura,10,2026-03-06,21:00,Necaxa,UNAM,0,1,FALSE,,,,0–1,,,,"18,290",Estadio Victoria de Aguascalientes,Jorge Camacho,Match Report
2025/26,Clausura,10,2026-03-07,17:00,Queretaro,America,1,2,FALSE,,,,1–2,,,,"29,388",Estadio La Corregidora,Víctor Cáceres,Match Report
2025/26,Clausura,10,2026-03-07,17:00,Cruz Azul,Atlético San Luis,3,0,FALSE,,,,3–0,,,,"10,090",Estadio Cuauhtémoc,Vicente Arce,Match Report
2025/26,Clausura,10,2026-03-07,19:05,Atlas,Guadalajara,1,2,FALSE,,,,1–2,,,,"36,767",Estadio Jalisco,Marco Antonio Ortíz,Match Report
2025/26,Clausura,10,2026-03-07,19:06,Pachuca,Puebla,2,1,FALSE,,,,2–1,,,,"10,893",Estadio Hidalgo,Jesús López,Match Report
2025/26,Clausura,10,2026-03-07,21:00,UANL,Monterrey,1,0,FALSE,,,,1–0,,,,"41,615",Estadio Universitario de Nuevo Leon,Ismael López,Match Report
2025/26,Clausura,10,2026-03-08,17:00,Toluca,FC Juárez,3,1,FALSE,,,,3–1,,,,"27,273",Estadio Nemesio Díez,Luis Enrique Santander,Match Report
2025/26,Clausura,10,2026-03-08,21:06,Tijuana,Santos Laguna,1,2,FALSE,,,,1–2,,,,"14,833",Estadio Caliente,Guillermo Pacheco,Match Report
2025/26,Clausura,11,2026-03-13,19:00,Puebla,Necaxa,0,0,FALSE,,,,0–0,,,,"12,190",Estadio Cuauhtémoc,Ismael López,Match Report
2025/26,Clausura,11,2026-03-13,21:00,FC Juárez,Monterrey,2,2,FALSE,,,,2–2,,,,"9,425",Estadio Olímpico Benito Juárez,Marco Antonio Ortíz,Match Report
2025/26,Clausura,11,2026-03-14,17:00,Atlético San Luis,Pachuca,1,1,FALSE,,,,1–1,,,,"11,096",Estadio Alfonso Lastras Ramírez,Jorge Camacho,Match Report
2025/26,Clausura,11,2026-03-14,17:07,Guadalajara,Santos Laguna,3,0,FALSE,,,,3–0,,,,"36,263",Estadio Akron,Adonai Escobedo,Match Report
2025/26,Clausura,11,2026-03-14,19:00,Leon,Tijuana,0,3,FALSE,,,,0–3,,,,"23,301",Estadio Leon,Katia García,Match Report
2025/26,Clausura,11,2026-03-14,19:00,Toluca,Atlas,1,1,FALSE,,,,1–1,,,,"27,272",Estadio Nemesio Díez,César Arturo Ramos,Match Report
2025/26,Clausura,11,2026-03-14,21:10,UNAM,Cruz Azul,2,2,FALSE,,,,2–2,,,,"42,223",Estadio Olímpico de Universitario,Daniel Quintero,Match Report
2025/26,Clausura,11,2026-03-15,17:00,UANL,Queretaro,0,0,FALSE,,,,0–0,,,,"40,217",Estadio Universitario de Nuevo Leon,Oscar Mejía,Match Report
2025/26,Clausura,11,2026-03-15,19:00,America,Mazatlan,2,0,FALSE,,,,2–0,,,,"24,786",Estadio de la Ciudad de los Deportes,Karen Hernández,Match Report
2025/26,Clausura,9,2026-03-18,20:07,Guadalajara,Leon,5,0,FALSE,,,,5–0,,,,"35,150",Estadio Akron,Jorge Camacho,Match Report
2025/26,Clausura,12,2026-03-20,19:00,Necaxa,Tijuana,3,0,FALSE,,,,3–0,,,,"14,840",Estadio Victoria de Aguascalientes,Martín Molina,Match Report
2025/26,Clausura,12,2026-03-20,21:06,Mazatlan,Cruz Azul,1,1,FALSE,,,,1–1,,,,"13,746",Estadio El Encanto,Maximiliano Quintero,Match Report
2025/26,Clausura,12,2026-03-21,17:00,Atlas,Queretaro,0,0,FALSE,,,,0–0,,,,"15,321",Estadio Jalisco,Luis García,Match Report
2025/26,Clausura,12,2026-03-21,19:00,Atlético San Luis,Leon,1,2,FALSE,,,,1–2,,,,"10,659",Estadio Alfonso Lastras Ramírez,Luis Enrique Santander,Match Report
2025/26,Clausura,12,2026-03-21,19:05,Monterrey,Guadalajara,2,3,FALSE,,,,2–3,,,,"48,853",Estadio BBVA,Víctor Cáceres,Match Report
2025/26,Clausura,12,2026-03-21,21:10,UNAM,America,1,0,FALSE,,,,1–0,,,,"42,610",Estadio Olímpico de Universitario,César Arturo Ramos,Match Report
2025/26,Clausura,12,2026-03-22,17:00,Pachuca,Toluca,1,1,FALSE,,,,1–1,,,,"18,509",Estadio Hidalgo,Vicente Arce,Match Report
2025/26,Clausura,12,2026-03-22,17:00,Santos Laguna,Puebla,2,1,FALSE,,,,2–1,,,,"10,821",Estadio Nuevo Corona,Yonatan Peinado Aguirre,Match Report
2025/26,Clausura,12,2026-03-22,19:06,FC Juárez,UANL,2,1,FALSE,,,,2–1,,,,"11,511",Estadio Olímpico Benito Juárez,Adonai Escobedo,Match Report
2025/26,Clausura,13,2026-04-03,19:00,Puebla,FC Juárez,1,1,FALSE,,,,1–1,,,,"14,344",Estadio Cuauhtémoc,Charles Terrazas,Match Report
2025/26,Clausura,13,2026-04-03,21:06,Tijuana,UANL,1,0,FALSE,,,,1–0,,,,"21,533",Estadio Caliente,Daniel Quintero,Match Report
2025/26,Clausura,13,2026-04-03,21:00,Necaxa,Mazatlan,2,1,FALSE,,,,2–1,,,,"16,632",Estadio Victoria de Aguascalientes,César Arturo Ramos,Match Report
2025/26,Clausura,13,2026-04-04,17:00,Monterrey,Atlético San Luis,1,2,FALSE,,,,1–2,,,,"41,467",Estadio BBVA,Joaquín Vizcarra Armenta,Match Report
2025/26,Clausura,13,2026-04-04,17:00,Queretaro,Toluca,1,0,FALSE,,,,1–0,,,,"21,363",Estadio La Corregidora,Karen Hernández,Match Report
2025/26,Clausura,13,2026-04-04,19:00,Leon,Atlas,2,0,FALSE,,,,2–0,,,,"22,437",Estadio Leon,Guillermo Pacheco,Match Report
2025/26,Clausura,13,2026-04-04,19:05,Cruz Azul,Pachuca,1,2,FALSE,,,,1–2,,,,"14,726",Estadio Cuauhtémoc,Víctor Cáceres,Match Report
2025/26,Clausura,13,2026-04-04,21:10,Santos Laguna,America,1,1,FALSE,,,,1–1,,,,"23,258",Estadio Nuevo Corona,Fernando Hernández,Match Report
2025/26,Clausura,13,2026-04-05,20:07,Guadalajara,UNAM,2,2,FALSE,,,,2–2,,,,"40,907",Estadio Akron,Ismael López,Match Report
2025/26,Clausura,7,2026-04-07,18:00,Queretaro,FC Juárez,1,1,FALSE,,,,1–1,,,,"7,593",Estadio La Corregidora,Jesús López,Match Report
2025/26,Clausura,14,2026-04-10,19:00,Puebla,Leon,0,1,FALSE,,,,0–1,,,,"11,503",Estadio Cuauhtémoc,Fernando Hernández,Match Report
2025/26,Clausura,14,2026-04-10,21:06,FC Juárez,Tijuana,1,2,FALSE,,,,1–2,,,,"8,752",Estadio Olímpico Benito Juárez,Jorge Camacho,Match Report
2025/26,Clausura,14,2026-04-11,17:00,UANL,Guadalajara,4,1,FALSE,,,,4–1,,,,"41,615",Estadio Universitario de Nuevo Leon,Maximiliano Quintero,Match Report
2025/26,Clausura,14,2026-04-11,17:00,Queretaro,Necaxa,3,1,FALSE,,,,3–1,,,,"9,663",Estadio La Corregidora,Marco Antonio Ortíz,Match Report
2025/26,Clausura,14,2026-04-11,19:00,Atlas,Monterrey,0,0,FALSE,,,,0–0,,,,"19,217",Estadio Jalisco,Yonatan Peinado Aguirre,Match Report
2025/26,Clausura,14,2026-04-11,19:00,Pachuca,Santos Laguna,4,2,FALSE,,,,4–2,,,,"9,365",Estadio Hidalgo,Martín Molina,Match Report
2025/26,Clausura,14,2026-04-11,21:05,America,Cruz Azul,1,1,FALSE,,,,1–1,,,,"46,884",Estadio Banorte,Oscar Mejía,Match Report
2025/26,Clausura,14,2026-04-12,12:00,UNAM,Mazatlan,3,1,FALSE,,,,3–1,,,,"25,820",Estadio Olímpico de Universitario,Katia García,Match Report
2025/26,Clausura,14,2026-04-12,19:00,Toluca,Atlético San Luis,1,1,FALSE,,,,1–1,,,,"27,272",Estadio Nemesio Díez,Adonai Escobedo,Match Report
2025/26,Clausura,15,2026-04-17,19:00,Mazatlan,Queretaro,1,1,FALSE,,,,1–1,,,,"11,581",Estadio El Encanto,Guillermo Pacheco,Match Report
2025/26,Clausura,15,2026-04-17,19:00,Atlético San Luis,UNAM,0,2,FALSE,,,,0–2,,,,"21,016",Estadio Alfonso Lastras Ramírez,Luis García,Match Report
2025/26,Clausura,15,2026-04-18,17:00,Cruz Azul,Tijuana,1,1,FALSE,,,,1–1,,,,"8,336",Estadio Cuauhtémoc,Luis Enrique Santander,Match Report
2025/26,Clausura,15,2026-04-18,17:00,Necaxa,UANL,1,1,FALSE,,,,1–1,,,,"15,936",Estadio Victoria de Aguascalientes,Katia García,Match Report
2025/26,Clausura,15,2026-04-18,19:05,Monterrey,Pachuca,1,3,FALSE,,,,1–3,,,,"39,138",Estadio BBVA,Daniel Quintero,Match Report
2025/26,Clausura,15,2026-04-18,19:07,Guadalajara,Puebla,5,0,FALSE,,,,5–0,,,,"38,266",Estadio Akron,César Arturo Ramos,Match Report
2025/26,Clausura,15,2026-04-18,21:06,Leon,FC Juárez,3,1,FALSE,,,,3–1,,,,"24,792",Estadio Leon,Víctor Cáceres,Match Report
2025/26,Clausura,15,2026-04-18,21:10,America,Toluca,2,1,FALSE,,,,2–1,,,,"34,253",Estadio Banorte,Ismael López,Match Report
2025/26,Clausura,15,2026-04-19,17:00,Santos Laguna,Atlas,0,1,FALSE,,,,0–1,,,,"12,312",Estadio Nuevo Corona,Jesús López,Match Report
2025/26,Clausura,16,2026-04-21,19:00,Queretaro,Cruz Azul,1,1,FALSE,,,,1–1,,,,"29,822",Estadio La Corregidora,Vicente Arce,Match Report
2025/26,Clausura,16,2026-04-21,19:00,UNAM,FC Juárez,4,2,FALSE,,,,4–2,,,,"19,156",Estadio Olímpico de Universitario,Oscar Mejía,Match Report
2025/26,Clausura,16,2026-04-21,21:05,Monterrey,Puebla,2,1,FALSE,,,,2–1,,,,"28,391",Estadio BBVA,Luis Enrique Santander,Match Report
2025/26,Clausura,16,2026-04-21,21:06,Leon,America,2,3,FALSE,,,,2–3,,,,"26,668",Estadio Leon,César Arturo Ramos,Match Report
2025/26,Clausura,16,2026-04-22,19:00,Mazatlan,Toluca,4,3,FALSE,,,,4–3,,,,"19,384",Estadio El Encanto,Marco Antonio Ortíz,Match Report
2025/26,Clausura,16,2026-04-22,19:00,Atlético San Luis,Santos Laguna,2,0,FALSE,,,,2–0,,,,"10,695",Estadio Alfonso Lastras Ramírez,Maximiliano Quintero,Match Report
2025/26,Clausura,16,2026-04-22,19:00,Atlas,UANL,0,0,FALSE,,,,0–0,,,,"22,052",Estadio Jalisco,Fernando Hernández,Match Report
2025/26,Clausura,16,2026-04-22,21:06,Tijuana,Pachuca,3,1,FALSE,,,,3–1,,,,"17,333",Estadio Caliente,Adonai Escobedo,Match Report
2025/26,Clausura,16,2026-04-22,21:10,Necaxa,Guadalajara,0,0,FALSE,,,,0–0,,,,"20,598",Estadio Victoria de Aguascalientes,Joaquín Vizcarra Armenta,Match Report
2025/26,Clausura,17,2026-04-24,21:00,Puebla,Queretaro,1,2,FALSE,,,,1–2,,,,"9,979",Estadio Cuauhtémoc,Salvador Pérez Villalobos,Match Report
2025/26,Clausura,17,2026-04-25,17:00,UANL,Mazatlan,5,1,FALSE,,,,5–1,,,,"41,615",Estadio Universitario de Nuevo Leon,Ismael López,Match Report
2025/26,Clausura,17,2026-04-25,17:00,Pachuca,UNAM,0,2,FALSE,,,,0–2,,,,"20,263",Estadio Hidalgo,Yonatan Peinado Aguirre,Match Report
2025/26,Clausura,17,2026-04-25,19:05,Toluca,Leon,4,1,FALSE,,,,4–1,,,,"27,273",Estadio Nemesio Díez,Daniel Quintero,Match Report
2025/26,Clausura,17,2026-04-25,19:07,Guadalajara,Tijuana,0,0,FALSE,,,,0–0,,,,"39,994",Estadio Akron,Katia García,Match Report
2025/26,Clausura,17,2026-04-25,21:00,FC Juárez,Atlético San Luis,2,1,FALSE,,,,2–1,,,,"6,942",Estadio Olímpico Benito Juárez,Karen Hernández,Match Report
